,variant,count,cumcount
306,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,1018
307,"('L', 'B', 'B', 'B', 'C', 'L', 'L', 'L', 'R', 'F', 'B', 'B', 'E', '?')",1,1019
308,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'O', 'B', 'B', 'B', 'B', 'E', '?')",1,1020
309,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'I')",1,1021
310,"('A', 'C', 'A', 'B', 'B', 'V', 'E', '?')",1,1022
311,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'E')",1,1023
312,"('A', 'C', 'A', 'B', 'B', 'B', 'Q', 'E')",1,1024
313,"('A', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'G', 'F', 'E', '?')",1,1025
314,"('A', 'C', 'A', 'B', 'T', 'B', 'E')",1,1026
315,"('B', 'B', 'A', 'C', 'A', 'B', 'B', 'A', 'A')",1,1027
295,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,1028
294,"('L', 'C', 'L', 'B', 'B', 'B', 'L', 'L', 'C')",1,1029
293,"('L', 'C', 'L', 'B', 'B', 'B', 'L', 'L', 'H', 'B', 'B', 'E', '?')",1,1030
280,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'I', 'I', 'A', 'B', 'B', 'F', 'B', 'B', 'E', '?')",1,1031
272,"('L', 'C', 'L', 'L', 'B', 'B', 'B', 'L', 'M', 'B', 'B', 'E')",1,1032
273,"('C', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'R', 'B', 'E', '?')",1,1033
274,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'O', 'B', 'E', '?')",1,1034
275,"('A', 'C', 'A', 'B', 'B', 'J', 'E')",1,1035
276,"('A', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'I', 'B', 'B', 'E', '?')",1,1036
277,"('B', 'B', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'E')",1,1037
278,"('A', 'C', 'A', 'B', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,1038
279,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'G', 'N', 'B', 'B', 'B', 'B', 'E', '?')",1,1039
281,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,1040
292,"('A', 'C', 'A', 'B', 'B', 'A', 'A', 'K', 'B', 'B', 'M', 'B', 'B', 'B', 'E', '?')",1,1041
282,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'O', 'B', 'B', 'E', '?')",1,1042
284,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'H', 'I', 'N', 'B', 'B', 'B', 'B', 'E')",1,1043
285,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'H', 'B', 'B')",1,1044
287,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'O', 'B', 'B', 'B', 'E')",1,1045
288,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'N', 'I', 'E', '?')",1,1046
289,"('A', 'A', 'C', 'B', 'B', 'B', 'B', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,1047
290,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'D', 'B', 'B')",1,1048
291,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'G', 'Q', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,1049
787,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'F', 'B', 'B', 'E')",1,1050
